id,review,sentiment
41142546,soulas apartment great central location extremely well fitted incredibly quiet spacious good sightseeing could pop back lunch afternoon looking around eleni met us arranged showed us around apartment explained workings well find shops restaurants information book prepared soula invaluable visited number restaurants mentioned hope back athens someday would certainly stay soulas availablebrthanks soula,positive
50467116,helpful accommodating hostbrquiet please perfect relax work youre business trip loved shampoos conditioners well tooth paste sun creams tiny things like extremely helpful youre travelling hand luggage great stay,positive
42164408,bit difficulty getting keys place arrive indian restaurant keys kindly called one numbers theodore left us place spacious bit dusty water pressure shower weak making difficult shower location fantastic arrive bus airport took mins walk place,negative
52931278,amazing stay athens everything great francis great host centrally located superb view acropolis sunny terrace lots well maintained plants outdoor furniture really enjoyed stay apartment walking distance everything need highly recommended,positive
24791264,great katerinas apartment luxurious comfortable good base people want spend much money hotels athens think apartment comfortably fit people problems except one bathroom six people may enough times really happy everything apartment well located center athens close enough min metro neighborhood plenty bakeries shops restaurants etc br brkaterina great helpful gave us excellent recommendations see eat athens places nearby br brin sum recommend katerinas apartment highly travelers budget like friends,positive
21401951,house good close metro good choice stay athens,positive
949919705087959681,yan responsive host place great locationclose metro restaurants stores small issue getting inside yan available help us even though late evening didnt take much time thank yan,positive
33282807,great stay yagos apartment really couldnt kind helpful comfortable beautiful roof garden well located exarchias great part athens bit alternative lots good places eat yet close historical sites highly recommend yagos place,positive
21364597,area athens youd like great choice roomy quiet comfortable building secure neighborhood safe hosts available pleasant,positive
34338034,doros kind helpful host apartment really lovely could recommend stay athen,positive
691808506282365667,ria welcoming apartment superb nicely located convenient much enjoyed,positive
19327348,angeliki great host first communication prior booking extremely late welcome arrived middle night ongoing recommendations advice right till us asking instructions lock left lovely helpful br brthe room everything hoped would expected warm sunny loved didnt use aircon even could open big windows door create pleasant breeze br brthe room small cosy view nothing less spectacular sunlight intense thunderstorms guests also mentioned hard leave terrace manage tear away took advantage recommendations angeliki gave us eat enjoyed delicious food places might never tried angeliki br brthe bathroom downstairs worked perfectly didnt feel shared believe private one installed washing machine youre longer stay go local laundromat euros handwash essentials kitchen sink hang dry terrace br brthe area close supermarkets cafes restaurants local shops good independent traveller likes street art vibrant cultural scene prepared late night music chatter air br brthe criticism would sporadic wifi access sometimes worked fine sometimes warned times relief offline would much problem partner hadnt semiwork trip end ended managing fine free wifi many local cafes angeliki mum quick respond issues youre going work trip prepared work terrace br brhighlights fridge stocked amazing local specialties fruits didnt last whole time since delicious ate first days view city even acropolis private access room always helpful hosts easy get touch respectful privacy tips angelikis sweet mum ioanna greek herbs rooftop spice garden use br brit awfully hard leave miss already would definitely visit,positive
24119332,place super comfortable great location exploring athens got picked recommended transportation airport coordinated exactly needed go meeting check place nice everything could need plus great places walk outside door,positive
841141674348822759,great apartment living area beautiful bright high ceiling home office space perfect want work also works great living space bed comfortable apartment couple minutes walk away fokionos negri long pedestrianised street numerous cafes bars restaurants one major streets central athens october trade cinemas also minutes away timmi friendly flexible even though got little bit lost way back apartment last day late check bri great stay timmis place,positive
28027599,location million stars quiet handsome modern apartment half block road leading acropolis exciting beautiful explore opposite side street spiros driver suggested wonderful nontouristy options definitely got best worlds space terrific comfortable cleanly designed would recommend letting edith arrange spiros pick font information luxury met airport resulted great decisions spend visit wonderful,positive
33821799,advertised better great host helpful great location well,positive
41515048,parthenon suite perfectly situated luxurious apartment centre athens elegantly renovated open floor plan unobstructed view acropolis great value wonderful comfortable pad hosted exceptional host attentive welcoming stars,positive
49216827,timmy great person charming willing assist everything place great bed awesome neighbourhood quiet near city centre,positive
53616747,staying hill great nice vibe good energy warm brthe flat really comfortable even big group lots character brilias great host gave us plenty local recommendations dealt every situation lots humour brhe really took time introduce us athens flexible friendly br brit really great place stay nice memories good times,positive
504050126487097460,modern beautiful apartment view spectacular host helpful apartment look exactly like pictures would stay,positive
29267537,nice place br km center great walk one hour sport chance see athens,positive
832464252160294721,beautiful charming cozy apartment precious jewel heart athens ten minutes away syntagma square centre gorgeous metropolis wooden antique floors projects everywhere tiny objects rare furnitures delightful lamps make feel home living personal artdeco museum even couple days renovate house wouldnt hesitate second would choose timmi ideal architect discreet careful full useful suggestions felt presence around us even though wasnt house steps us words perfect host strongly recommend apartment thanks timmi,positive
710261494313012386,wonderful brief visit apartment apartment exactly described showstopper terrace incredible view acropolis day night perfect little getaway thanos also excellent host showing us apartment person even train delayed arrival time changed also gave us great recommendations dinner options tried one restaurant recommendations loved great time would recommend airbnb others,positive
37443970,boyfriend stayed marias apartment nights fantastic stay didnt meet maria instead neighbour showed us arrival explained everything place us even offered drive us back airport left keep bags safe time check time needed leave really helpfulbrthe apartment looks pictures extremely clean nicely decorated comfortable brthe location perfect completely quiet walk main part athens loved locationbrfor people perfect thought people hot water might last enough brgreat stay would recommend,positive
670264585991108855,favorite place athens im never long enough romanos family kindest generous hosts meet match interests news high conversation look forward every visit within best studio apartment athens also best kitchen setup everything perfect always wish could stay longer,positive
32052101,doros super friendly helpful trip planning waiting us apartment time place needed budget private perfect preparing meals great stay thanks doros,positive
49709305,pygmalion great host house gives homely feeling filled warmth visited athens first time made us feel completely comfortable company,positive
41754690,fantastic stay ever return athens hope place available,positive
857113784792539074,nice studio first fllor kipseli areaconected city center bus timebronly issue main door building close hawe open thrue broken glass windowbrhopefully replace thatbrother perfect,negative
660593880916621707,great area stay close everything elevator apartment small looking apartment little confusing overall good place days went,positive
50201478,good experience comfortable place stay defenitely recommendable,positive
35781474,wonderful apartment full character want lively environment late evening great place stay,positive
26192728,stathis organised taxi ferry take us apartment great apartment good central location close shops restaurants acropolis run building large cracked pane glass entrance door remains unlocked day couldnt use lift floor rd due exposed wires call plate apartment fairly clean neat secure however issues duvet cover main bedroom stained quite bit exposedunfinished pipe work peeling paint bathrooms hot water intermittent despite following boiler heating instructions air conditioning work well great summer heat small bedroom air con rooms dothe main issue noise expected general noise due location however noise construction churches bars excessive nearby bar plays loud music pm every night would recommend staying unless expect night good ear plugs,positive
975479878852668289,fantastic bed,positive
53275651,view amazing cant get tired day night great location waking distance everything place enough clean feel safe great place relax walking day tourist even views shower patio great area look sunset drink really enjoyed stay penthouse,positive
24092618,place like photos clean tidy location also great within minutes walk popular sites hosts also quick respond queries big kudos hosts,positive
31355685,husband great monthlong stay athens apartment excellent home base lots room two us still plenty room parents visited one week well minas yavor excellent hosts friendly quick answer questions plus left nice little welcome gift us well another parents arrived internet worked well apartment equipped everything needed location great several restaurants cafes bakeries close apartment easy minute walk metro taken airport port minutes stadium temple zeus minutes plaka area also trolley stop right around corner direct lines areas dont feel like walking although help burn delicious gyros overall wouldnt hesitate recommend apartment family friends visits athens,positive
51305779,amazing apartment heart athens boyfriend stayed early november couldnt get modern clean apartment appreciated fun thoughtful details view hard beat loved seeing acropolis lit night great location next fantastic bars restaurants,positive
41346000,family fantastic experience staying beautiful residence located near acropolis brit clean fully equipped well presented apartment certainly look forward using opportunity arises letting friends relatives visiting athens know place,positive
563534438685901019,uncomplicated arrival whole experience apartment great retrohyped climatized minutes walk akropolis museum recommended,positive
26279672,place really great location couldnt better explore athens flat excellent haris also responsive questions minor thing wasnt much storage space clothes otherwise cant complain,positive
27511863,got quick warm welcome andronikes friend come athens showed us house explained us wvwrything works place looks exactly stated description beautiful apartment close metro station center city nice neighbourhood,positive
52762972,stay evis place memorable apartment spacious clean perfect family,positive
28658067,beautiful apartment stunning view host friendly helpful,positive
908293342772613662,dimitris welcoming host waits us outside building arrived flat clean tidy similar descriptions neighbourhood safe woken verbal arguments street one night dimitris also provides us recommended supermarkets restraurants worthy visiting overall good experiences,positive
658659694044821149,stayed november dn location straightforward airport doros gave good description arrive apartment kind searching neighborhood agreed arrival timing br brapartment good considering price large spacious necessary amenities make complete living room also filled guidebooks guests allowed use also small balcony use location quiet place mins walk nearest metro station issue theres need turn water heater mins going shower br brdoros kind host took time explain best guests also followed mobile shop get data sim card arrival apartment responsive messages sent well br brgenerally recommend friends relatives stay apartment,positive
50363297,aris place hospitality best weve experienced airbnb otherwise communicative trip offering details travel arranging reliable convenient transport exceeded expectations accommodating flexible checkin checkout times place immaculate trendy well located near great shopping eating never grew tired perfect view,positive
51740206,amazing place stay safe area appartments comfortable clean welcoming questions ask aris great host view highlight,positive
27025696,stay sthatiss place great everything went perfectly sthatis always disposal case questions strongly recommend,positive
31647448,apartment conveniently located block away subway station within walking distance everything supermarket bakery market walked acropolis museum well minutes apartment clean rich stayed touch made sure let us know get around transport airport made suggestions places visit use suggestions bars restaurants apartment already everything needed utilised beautiful balcony enjoy meals recommend place anyone visiting athens,positive
607254322151252562,nice loft apartment great view accropolis athens generalbreasy find great check check made great staybrmajor tourist must ses minute walkbrthanks jul,positive
29750482,perfect place stay must haves cleanliness hot water place,positive
40888087,amazing apartment great views perfectly situated,positive
11036538,excellent place everything need clean,positive
24439052,pleasure stay doras creative beautiful apartment view athens acropolis simply breathtaking location close metro convenient move around town dora kind host respects privacy helpful travel tips definitely recommend listing athens,positive
605609130620591461,previous positive reviews true location superb room nice clean little terrace nice addition romanos parents wonderful friendly helpful make feel welcome romanos smart guy could tell us lot greece athens neigborhood even helped us plan ferry airport trips id recommend studio everyone looking place stay athens,positive
9916154,great location blocks metro station toula always answer whatever need plus bed really big comfortable enjoy whole day knowing take good rest silent place,positive
23117626,really liked unique appartment brthe interior amazing comfortable brtaki nice guy brthe area terrific filled many bars good restaurants artistic people brthank much back,positive
841704466742473264,great location walking distance places see,positive
37943029,lovely apartment described thelma went beyond welcome us athens despite delayed arrival helped immensely time leave also helped track phone left cab flew santorini grateful kind hospitality would highly recommend staying,positive
15847136,pigmalyon really good host kind person write clear house easy apartment really really cool,positive
27753185,nice stay great locationbrbrwould recommend,positive
673702505410957856,apartment perfect great location walked everywhere needed go metro stations easy walking distance super authentic neighborhood didnt feel like tourists felt like living locals apartment wonderful everything could need traveling month old daughter worked well us hung evenings balcony large beautiful would definitely recommend apartment,positive
50435420,beautiful extremely comfortable apartment stunning roof top view acropolis apartment everything need make stay relaxed well easy location get around apartment located minutes walk tube station stops centre really trendy area lots clubs bars however minutes walk centre athens perfect family older teenage children would highly recommend stay come back athens,positive
44012619,home beautiful walk several monuments restaurants metro station loved wonderful several features original home retainedbrtassos friend alexander helpful suggested good restaurants activities brsome junkies live lane seems bit scary completely safe nothing happened putting others prepared staying,positive
22203112,francis flat spot live athens experience great location nonsense huge bed house ware need feel home crew always reach need anything neighborhood min away parthenon lucky guest,positive
837778266148993058,cant say enough apartment hosts rania spiros want get taste local life historic neighborhood anafiotika nestled northern slope acropolis view across athens mt lycabettus place apartment ranias mothers home rania spiros close friend grew listen stories used climb rocks play caves north slope acropolis fences installed think amazing childhood experienced rania also talented photographer likely pose photos place personal scrapbook br bryou bedrooms complete kitchen eat every night anyway nice cozy living room side balcony course incomparable rooftop terrace literally stones throw away north slope acropolis spiros pick airport immediately give impromptu tour athens environs want strongly recommend spiros available drive outskirts town day tour local attractions chose delphi spiros extended tour visits several special places way would occurred us visit time allocate day would really like get taste greece would say put trust spiros choose itinerary take choice sites visit regret,positive
701152691731279598,fantastic place stay ria wonderful host thank opportunity stay relaxing clean apartment wonderful coming home end busy day peaceful place close fabulous cafes restaurants kolonaki brwe stay sure thank ria filakia harry vanessa,positive
48000781,pygmalion extraordenary host waited us apartment even late evening arrived make sure know everything needed kind always available help brthe apartment clean tidy nicely decorated everything one needed pleasant stay reaching city center even take minutes brbest regards pygmalion stella pleasant stay athens,positive
38251207,flat great well located clean well equipped maria great host allowing specific arrangement family maria helped us arrange pick danielo helpful warm person every single detail well organized would recommend marias flat stay athens,positive
970984759719948408,great place quiet loved sitting balconies location perfect next lot delicious restaurants walkable metro definitely would stay,positive
34534589,perfect place perfect stay everything walking distance great balcony great view highly recommended,positive
961943165494061745,apartment really clean spacious big kitchen tea coffee stuff two bathrooms one big shower one small wc small bathroom flush interesting location let solve puzzle two big rooms one doublebed room go back athens sure stay happily say apartment great introduction airbnb brthe location fancy place high end stores metro close one stop syntagma square two stops monastraki close fun places quite area,positive
19771515,group girls apartment perfect harris always available always helps pool highlight view acropolis breathtaking apartment clean condition cab also quickly city would come back thanks harris,positive
659121637494598257,stay raninas lovely appartment perfect ranina waited us metro station walked together short walk appartment arrived took time show us map lot nice spots athens wouldnt found since lot stuff walking distance super easy get around would always recommend stay beautiful confy appartment thank ranina making athens stay wonderful cheers martin henrike,positive
17782505,absolutely amazing experience pygmalions apartment friend stella checked us helped us feel right home apartment beautiful quiet part athens close metro station makes super easy get around several wonderful bakeries restaurants right apartment reasonably priced dont always go city would absolutely stay pygmalions property highly recommend host,positive
748928920348756848,apartment great location loved clean comfortable plus location meant could go pretty much anywhere within minute walk maximum hosts friendly welcoming took time explain best locations athens fantastic,positive
39505481,modern apartment great location maria accommodating helpful,positive
697703174084989305,cannot say enough roula place place absolutely terrific everything need could ask addition roula marvelous host goes way make sure stay great recommend wholeheartedly,positive
42319738,reviews pictures aris apartment fall short encounter arrive amazing view acropolis furniture bed specially amenities incredible location cant better close everything walked acropolis service extraordinary welcomed panos explained everything gave us plenty tips city also gifted bottle local white wine cab service arranged excellent well drivers knew best places go ride gave us history lesson greece conclusion star airbnb destination,positive
14286122,haris friend katerina met us showed us apartment spacious clean comfortable us two bathrooms convenient living room large great socializing day walking sightseeing wifi worked well elevator great accessing apartment top floor luggage grocery store steps away apartment take care crossing roadrailway walking fromto metaxourghui metro station pedestrian traffic lights haris helpful friendly beforehand checked several times week stayed ensure ok whether needed tips recommendations great thanks haris,positive
44126119,tassos accommodation middle fascinating picturesque neighbourhood psyri enjoyed everything annas welcoming flat great interior design central position didnt use gorgeus terrace top flat since stay short would love enjoy next time athens everything perfect well organised tassos accommodation always felt gentle presence owner love attention put refurbishment old family house made stay special warmly recommend place would love,positive
12986397,apartment wellequipped beautifully decorated clean enjoyed many channels ote tv brthe area ampelokipoi located makes moving athens quite easy bus tram zerva bus stop minutes house metro panormou station minutes away kinds stores available area bakery fruit market supermarket pharmacy everything else brmanos host willing answer questions offer assistance brwe definitely recommend apartment friends,positive
42211651,everything great enjoyed talking host everything prepared even plan road trips place super clean tidy exactly seen images highly recommend place,positive
32253828,love apartment wished could stay longer lovely cozy flat spacious clean minas caring host appreciate way pays attention details well traveled bunch experience minas put star hotels shame keep good work,positive
911986960115462615,dimitris great host communication prompt felt totally welcomed arrived apartment described felt like home away home location great located next tons shops local restaurants bars shops thanks great host dimitris,positive
853350935663626257,wery nice clean lovely apartment close center really enjoyed staying ranina took good care us everything one possible need provided highly recommend apartment,positive
780869188710425144,thelma great host really appreciated arranged early checkin usbrthe apartment sparkling clean need feel home brthe apartment min foot metro station something important get around athens brour stay great thank thelma,positive
605612833384428067,location incredible ralou perfect host highly recommend,positive
49973467,great apartment living area beautiful bright high ceiling home office space perfect want work also works great living space bed comfortable apartment couple minutes walk away fokionos negri long pedestrianised street numerous cafes bars restaurants one major streets central athens october trade cinemas also minutes away timmi friendly flexible even though got little bit lost way back apartment last day late check bri great stay timmis place,positive
21442536,great space close metrostation grocery store metrocard travel whole athens pygmalion quick response questions brwe ate attikos restaurant secret gem great food service view acropolis absolutely stunning reasonable price,positive
886266229820840562,dmitris apartment superb everything great wondeful location walking monastiraki syntagma square quiet night except church bells chiming aptt quite big family two well sized bedrooms fully stocked kitchen good sized bathroom kind enought keep aptt well stocked terms toileteries things like saltsugarcereals washing poweder etc dmitris also great host receive us kept suitcases days went cruise generally provided us good advice whenever needed would go stay heart beat,positive
579662703676187157,apartment amazing compact feels spacious everything need awesome terrace view acropolis plenty hot water place clean location great pretty much walk anywhere need take bus one right across apartment jul welcoming kind comment kind mobility issues going perfect place stay great place stay definitely would want revisit,positive
6826083,perfect hosting great area emmanouil really helpful person,positive
554778623135698025,great location awesome apartment sleeps two comfortably loved neighborhood,positive
37895696,arrived athens expecting small little place case welcomed large spacious apartment amenities kitchen well stocked washing machine worked great place clean beds comfortable felt secure honestly couldnt expected asked sent new years gift thank,positive
